codimuni,codicomarca,provincia,comarca,partitjudicial,municipi,poblacio,homes,dones,greus,moltgreus,siadmuni,siadsnombre,siadstitularitat,tasadenuncia,estimaciodenuncies,tasaateses,estimacioateses,tasaatesesvm
431573,29,Tarragona,Priorat,Falset,Ulldemolins,402,229,159,10,4,No,1,el Consell Comarcal,9.1,1,11.41,1,96.4
430402,29,Tarragona,Priorat,Falset,Capçanes,398,200,173,11,4,No,1,el Consell Comarcal,9.1,1,11.41,1,96.4
431129,29,Tarragona,Priorat,Falset,Poboleda,335,182,133,8,3,No,1,el Consell Comarcal,9.1,1,11.41,1,96.4
430350,29,Tarragona,Priorat,Falset,Cabacés,305,159,120,7,3,No,1,el Consell Comarcal,9.1,1,11.41,1,96.4
430234,29,Tarragona,Priorat,Falset,Bellmunt del Priorat,300,156,134,8,3,No,1,el Consell Comarcal,9.1,1,11.41,1,96.4
430859,29,Tarragona,Priorat,Falset,el Molar,281,147,127,8,3,No,1,el Consell Comarcal,9.1,1,11.41,1,96.4
430705,29,Tarragona,Priorat,Falset,els Guiamets,270,125,134,8,3,No,1,el Consell Comarcal,9.1,1,11.41,1,96.4
430691,29,Tarragona,Priorat,Falset,Gratallops,226,126,95,6,2,No,1,el Consell Comarcal,9.1,1,11.41,1,96.4
430271,29,Tarragona,Priorat,Falset,la Bisbal de Falset,219,119,90,5,2,No,1,el Consell Comarcal,9.1,0,11.41,1,96.4
431747,29,Tarragona,Priorat,Falset,la Vilella Baixa,202,111,81,5,2,No,1,el Consell Comarcal,9.1,0,11.41,1,96.4
431153,29,Tarragona,Priorat,Falset,Pradell de la Teixeta,159,71,77,5,2,No,1,el Consell Comarcal,9.1,0,11.41,1,96.4
430960,29,Tarragona,Priorat,Falset,la Morera de Montsant,157,87,58,4,1,No,1,el Consell Comarcal,9.1,0,11.41,0,96.4
431541,29,Tarragona,Priorat,Falset,Torroja del Priorat,148,82,63,4,1,No,1,el Consell Comarcal,9.1,0,11.41,0,96.4
431515,29,Tarragona,Priorat,Falset,la Torre de Fontaubella,137,71,59,4,1,No,1,el Consell Comarcal,9.1,0,11.41,0,96.4
431732,29,Tarragona,Priorat,Falset,la Vilella Alta,132,74,45,3,1,No,1,el Consell Comarcal,9.1,0,11.41,0,96.4
430727,29,Tarragona,Priorat,Falset,el Lloar,118,62,46,3,1,No,1,el Consell Comarcal,9.1,0,11.41,0,96.4
430580,29,Tarragona,Priorat,Falset,la Figuera,104,59,43,3,1,No,1,el Consell Comarcal,9.1,0,11.41,0,96.4
430751,29,Tarragona,Priorat,Falset,Margalef,94,57,35,2,1,No,1,el Consell Comarcal,9.1,0,11.41,0,96.4
430607,30,Tarragona,Ribera d'Ebre,Falset,Flix,3491,1751,1578,96,36,No,1,el Consell Comarcal,9.1,9,1.55,1,7.1
430944,30,Tarragona,Ribera d'Ebre,Falset,Móra la Nova,3071,1525,1329,81,31,No,1,el Consell Comarcal,9.1,7,1.55,1,7.1
431508,30,Tarragona,Ribera d'Ebre,Falset,Tivissa,1639,816,732,45,17,No,1,el Consell Comarcal,9.1,4,1.55,1,7.1
431251,30,Tarragona,Ribera d'Ebre,Falset,Riba-roja d'Ebre,1112,589,468,29,11,No,1,el Consell Comarcal,9.1,3,1.55,0,7.1
431520,30,Tarragona,Ribera d'Ebre,Falset,la Torre de l'Espanyol,628,325,260,16,6,No,1,el Consell Comarcal,9.1,1,1.55,0,7.1
430653,30,Tarragona,Ribera d'Ebre,Falset,Garcia,525,269,224,14,5,No,1,el Consell Comarcal,9.1,1,1.55,0,7.1
431779,30,Tarragona,Ribera d'Ebre,Falset,Vinebre,432,222,184,11,4,No,1,el Consell Comarcal,9.1,1,1.55,0,7.1
430995,30,Tarragona,Ribera d'Ebre,Falset,la Palma d'Ebre,353,168,168,10,4,No,1,el Consell Comarcal,9.1,1,1.55,0,7.1
170340,10,Barcelona,Baix Empordà,Igualada,Calonge de Segarra,191,95,4703,287,108,No,1,el Consell Comarcal,9.08,26,4.15,12,36.6
81022,6,Barcelona,Anoia,Igualada,Igualada,39540,19393,16944,1034,390,Igualada,2,l'Ajuntament i el Consell Comarcal,9.08,94,1.29,13,12.4
81614,6,Barcelona,Anoia,Igualada,Piera,15362,7848,6273,383,144,No,1,el Consell Comarcal,9.08,35,1.29,5,12.4
83020,6,Barcelona,Anoia,Igualada,Vilanova del Camí,12361,6178,5080,310,117,No,1,el Consell Comarcal,9.08,28,1.29,4,12.4
82508,6,Barcelona,Anoia,Igualada,Santa Margarida de Montbui,9874,4940,4090,249,94,No,1,el Consell Comarcal,9.08,23,1.29,3,12.4
80446,6,Barcelona,Anoia,Igualada,Capellades,5211,2572,2264,138,52,No,1,el Consell Comarcal,9.08,13,1.29,2,12.4
82861,6,Barcelona,Anoia,Igualada,la Torre de Claramunt,3716,1911,1526,93,35,No,1,el Consell Comarcal,9.08,8,1.29,1,12.4
81430,6,Barcelona,Anoia,Igualada,Òdena,3608,1847,1436,88,33,No,1,el Consell Comarcal,9.08,8,1.29,1,12.4
80312,6,Barcelona,Anoia,Igualada,Calaf,3547,1790,1475,90,34,No,1,el Consell Comarcal,9.08,8,1.29,1,12.4
81629,6,Barcelona,Anoia,Igualada,els Hostalets de Pierola,2930,1502,1149,70,26,No,1,el Consell Comarcal,9.08,6,1.29,1,12.4
81653,6,Barcelona,Anoia,Igualada,la Pobla de Claramunt,2177,1109,879,54,20,No,1,el Consell Comarcal,9.08,5,1.29,1,12.4
80253,6,Barcelona,Anoia,Igualada,el Bruc,2027,1095,750,46,17,No,1,el Consell Comarcal,9.08,4,1.29,1,12.4
82922,6,Barcelona,Anoia,Igualada,Vallbona d'Anoia,1399,729,584,36,13,No,1,el Consell Comarcal,9.08,3,1.29,0,12.4
80288,6,Barcelona,Anoia,Igualada,Cabrera d'Anoia,1376,726,548,33,13,No,1,el Consell Comarcal,9.08,3,1.29,0,12.4
82264,6,Barcelona,Anoia,Igualada,Sant Martí de Tous,1206,616,476,29,11,No,1,el Consell Comarcal,9.08,3,1.29,0,12.4
81043,6,Barcelona,Anoia,Igualada,la Llacuna,863,469,352,21,8,No,1,el Consell Comarcal,9.08,2,1.29,0,12.4
81038,6,Barcelona,Anoia,Igualada,Jorba,841,431,345,21,8,No,1,el Consell Comarcal,9.08,2,1.29,0,12.4
80484,6,Barcelona,Anoia,Igualada,Carme,783,398,334,20,8,No,1,el Consell Comarcal,9.08,2,1.29,0,12.4
80636,6,Barcelona,Anoia,Igualada,Castellolí,610,295,238,15,5,No,1,el Consell Comarcal,9.08,1,1.29,0,12.4
81705,6,Barcelona,Anoia,Igualada,els Prats de Rei,545,288,225,14,5,No,1,el Consell Comarcal,9.08,1,1.29,0,12.4
82286,6,Barcelona,Anoia,Igualada,Sant Martí Sesgueioles,344,179,146,9,3,No,1,el Consell Comarcal,9.08,1,1.29,0,12.4
80713,6,Barcelona,Anoia,Igualada,Copons,306,151,127,8,3,No,1,el Consell Comarcal,9.08,1,1.29,0,12.4
81859,6,Barcelona,Anoia,Igualada,Rubió,232,129,89,5,2,No,1,el Consell Comarcal,9.08,0,1.29,0,12.4
80082,6,Barcelona,Anoia,Igualada,Argençola,219,110,93,6,2,No,1,el Consell Comarcal,9.08,1,1.29,0,12.4
81764,6,Barcelona,Anoia,Igualada,Pujalt,207,113,78,5,2,No,1,el Consell Comarcal,9.08,0,1.29,0,12.4
82975,6,Barcelona,Anoia,Igualada,Veciana,170,95,58,4,1,No,1,el Consell Comarcal,9.08,0,1.29,0,12.4
80608,6,Barcelona,Anoia,Igualada,Castellfollit de Riubregós,156,90,61,4,1,No,1,el Consell Comarcal,9.08,0,1.29,0,12.4
81897,6,Barcelona,Anoia,Igualada,Sant Pere Sallavinera,155,84,63,4,1,No,1,el Consell Comarcal,9.08,0,1.29,0,12.4
81332,6,Barcelona,Anoia,Igualada,Montmaneu,154,88,64,4,1,No,1,el Consell Comarcal,9.08,0,1.29,0,12.4
81521,6,Barcelona,Anoia,Igualada,Orpí,136,75,52,3,1,No,1,el Consell Comarcal,9.08,0,1.29,0,12.4
82573,6,Barcelona,Anoia,Igualada,Santa Maria de Miralles,128,69,52,3,1,No,1,el Consell Comarcal,9.08,0,1.29,0,12.4
80214,6,Barcelona,Anoia,Igualada,Bellprat,74,46,26,2,1,No,1,el Consell Comarcal,9.08,0,1.29,0,12.4
80961,41,Barcelona,Vallès Oriental,Granollers,Granollers,60981,30023,26435,1613,608,Granollers,2,l'Ajuntament i el Consell Comarcal,8.96,145,6.17,99,43.2
80863,41,Barcelona,Vallès Oriental,Granollers,les Franqueses del Vallès,19768,10003,7908,482,182,les franqueses del Vallès,1,l'Ajuntament,8.96,43,6.17,30,43.2
80462,41,Barcelona,Vallès Oriental,Granollers,Cardedeu,18165,8892,7598,463,175,No,1,el Consell Comarcal,8.96,42,6.17,29,43.2
82021,41,Barcelona,Vallès Oriental,Granollers,Sant Celoni,17754,8833,7437,454,171,Sant Celoni,1,l'Ajuntament,8.96,41,6.17,28,43.2
80333,41,Barcelona,Vallès Oriental,Granollers,Caldes de Montbui,17449,8669,7427,453,171,No,1,el Consell Comarcal,8.96,41,6.17,28,43.2
80410,41,Barcelona,Vallès Oriental,Granollers,Canovelles,16317,8458,6424,392,148,No,1,el Consell Comarcal,8.96,35,6.17,24,43.2
81363,41,Barcelona,Vallès Oriental,Granollers,Montornès del Vallès,16263,8167,6579,401,151,Montornès del Vallès,1,l'Ajuntament,8.96,36,6.17,25,43.2
80885,41,Barcelona,Vallès Oriental,Granollers,la Garriga,16227,7861,7028,429,162,No,1,el Consell Comarcal,8.96,38,6.17,26,43.2
81075,41,Barcelona,Vallès Oriental,Granollers,Lliçà d'Amunt,15111,7738,6209,379,143,No,1,el Consell Comarcal,8.96,34,6.17,23,43.2
81810,41,Barcelona,Vallès Oriental,Granollers,la Roca del Vallès,10666,5314,4395,268,101,No,1,el Consell Comarcal,8.96,24,6.17,17,43.2
81069,41,Barcelona,Vallès Oriental,Granollers,Llinars del Vallès,9838,4907,4238,259,97,Llinars del Vallès,1,l'Ajuntament,8.96,23,6.17,16,43.2
82592,41,Barcelona,Vallès Oriental,Granollers,Santa Maria de Palautordera,9325,4673,3913,239,90,No,1,el Consell Comarcal,8.96,21,6.17,15,43.2
80235,41,Barcelona,Vallès Oriental,Granollers,Bigues i Riells,9003,4587,3639,222,84,No,1,el Consell Comarcal,8.96,20,6.17,14,43.2
80057,41,Barcelona,Vallès Oriental,Granollers,l'Ametlla del Vallès,8496,4285,3531,215,81,No,1,el Consell Comarcal,8.96,19,6.17,13,43.2
82482,41,Barcelona,Vallès Oriental,Granollers,Santa Eulàlia de Ronçana,7192,3601,2993,183,69,No,1,el Consell Comarcal,8.96,16,6.17,11,43.2
81081,41,Barcelona,Vallès Oriental,Granollers,Lliçà de Vall,6480,3299,2694,164,62,No,1,el Consell Comarcal,8.96,15,6.17,10,43.2
82107,41,Barcelona,Vallès Oriental,Granollers,Sant Feliu de Codines,6184,3132,2587,158,60,No,1,el Consell Comarcal,8.96,14,6.17,10,43.2
81982,41,Barcelona,Vallès Oriental,Granollers,Sant Antoni de Vilamajor,6095,3032,2564,156,59,No,1,el Consell Comarcal,8.96,14,6.17,10,43.2
89024,41,Barcelona,Vallès Oriental,Granollers,Vilanova del Vallès,5339,2701,2092,128,48,No,1,el Consell Comarcal,8.96,11,6.17,8,43.2
82346,41,Barcelona,Vallès Oriental,Granollers,Sant Pere de Vilamajor,4371,2168,1807,110,42,No,1,el Consell Comarcal,8.96,10,6.17,7,43.2
80425,41,Barcelona,Vallès Oriental,Granollers,Cànoves i Samalús,2995,1521,1217,74,28,No,1,el Consell Comarcal,8.96,7,6.17,5,43.2
82943,41,Barcelona,Vallès Oriental,Granollers,Vallgorguina,2854,1427,1129,69,26,No,1,el Consell Comarcal,8.96,6,6.17,4,43.2
82074,41,Barcelona,Vallès Oriental,Granollers,Sant Esteve de Palautordera,2749,1359,1136,69,26,No,1,el Consell Comarcal,8.96,6,6.17,4,43.2
82969,41,Barcelona,Vallès Oriental,Granollers,Vallromanes,2530,1297,993,61,23,No,1,el Consell Comarcal,8.96,5,6.17,4,43.2
80142,41,Barcelona,Vallès Oriental,Granollers,Aiguafreda,2501,1204,1119,68,26,No,1,el Consell Comarcal,8.96,6,6.17,4,43.2
80977,41,Barcelona,Vallès Oriental,Granollers,Gualba,1481,750,574,35,13,No,1,el Consell Comarcal,8.96,3,6.17,2,43.2
81347,41,Barcelona,Vallès Oriental,Granollers,Figaró-Montmany,1109,551,478,29,11,No,1,el Consell Comarcal,8.96,3,6.17,2,43.2
83067,41,Barcelona,Vallès Oriental,Granollers,Vilalba Sasserra,688,343,289,18,7,No,1,el Consell Comarcal,8.96,2,6.17,1,43.2
80399,41,Barcelona,Vallès Oriental,Granollers,Campins,515,272,204,12,5,No,1,el Consell Comarcal,8.96,1,6.17,1,43.2
80811,41,Barcelona,Vallès Oriental,Granollers,Fogars de Montclús,466,245,171,10,4,No,1,el Consell Comarcal,8.96,1,6.17,1,43.2
82763,41,Barcelona,Vallès Oriental,Granollers,Tagamanent,333,174,133,8,3,No,1,el Consell Comarcal,8.96,1,6.17,1,43.2
81379,41,Barcelona,Vallès Oriental,Granollers,Montseny,321,166,132,8,3,No,1,el Consell Comarcal,8.96,1,6.17,0,43.2
80641,42,Barcelona,Moianès,Granollers,Castellterçol,2418,1208,1037,63,24,No,0,,8.96,6,0.3,0,2.2
82397,42,Barcelona,Moianès,Granollers,Sant Quirze Safaja,637,332,237,14,5,No,0,,8.96,1,0.3,0,2.2
80958,42,Barcelona,Moianès,Granollers,Granera,80,56,23,1,1,No,0,,8.96,0,0.3,0,2.2
82009,11,Barcelona,Baix Llobregat,Sant Boi de Llobregat,Sant Boi de Llobregat,82904,40601,36018,2197,828,Sant Boi de Llobregat,1,l'Ajuntament,8.92,196,7.5,165,33.3
82444,11,Barcelona,Baix Llobregat,Sant Boi de Llobregat,Santa Coloma de Cervelló,8179,4018,3290,201,76,No,1,el Consell Comarcal,8.92,18,7.5,15,33.3
82896,11,Barcelona,Baix Llobregat,Sant Boi de Llobregat,Torrelles de Llobregat,5945,2941,2420,148,56,No,1,el Consell Comarcal,8.92,13,7.5,11,33.3
