codimuni,codicomarca,provincia,comarca,partitjudicial,municipi,poblacio,homes,dones,greus,moltgreus,siadmuni,siadsnombre,siadstitularitat,tasadenuncia,estimaciodenuncies,tasaateses,estimacioateses,tasaatesesvm
251057,18,Lleida,Garrigues,Lleida,Granyena de les Garrigues,144,87,51,3,1,No,1,el Consell Comarcal,17.35,1,4.58,0,44
252189,18,Lleida,Garrigues,Lleida,Tarrés,99,53,37,2,1,No,1,el Consell Comarcal,17.35,0,4.58,0,44
250978,18,Lleida,Garrigues,Lleida,Fulleda,84,43,40,2,1,No,1,el Consell Comarcal,17.35,0,4.58,0,44
251207,33,Lleida,Segrià,Lleida,Lleida,137856,68070,59281,3616,1363,Lleida,3,"l'Ajuntament, el Consell Comarcal i la Generalitat",17.35,627,2.48,90,18.5
250117,33,Lleida,Segrià,Lleida,Alcarràs,9422,4876,3689,225,85,No,1,el Consell Comarcal,17.35,39,2.48,6,18.5
250194,33,Lleida,Segrià,Lleida,Almacelles,6789,3554,2750,168,63,No,1,el Consell Comarcal,17.35,29,2.48,4,18.5
250236,33,Lleida,Segrià,Lleida,Alpicat,6230,3129,2508,153,58,No,1,el Consell Comarcal,17.35,27,2.48,4,18.5
252287,33,Lleida,Segrià,Lleida,Torrefarrera,4630,2353,1839,112,42,No,1,el Consell Comarcal,17.35,19,2.48,3,18.5
250122,33,Lleida,Segrià,Lleida,Alcoletge,3419,1772,1340,82,31,No,1,el Consell Comarcal,17.35,14,2.48,2,18.5
251898,33,Lleida,Segrià,Lleida,Rosselló,3130,1571,1290,79,30,No,1,el Consell Comarcal,17.35,14,2.48,2,18.5
250387,33,Lleida,Segrià,Lleida,Aitona,2545,1328,1032,63,24,No,1,el Consell Comarcal,17.35,11,2.48,2,18.5
250077,33,Lleida,Segrià,Lleida,Albatàrrec,2335,1205,946,58,22,No,1,el Consell Comarcal,17.35,10,2.48,1,18.5
252326,33,Lleida,Segrià,Lleida,Torres de Segre,2307,1195,970,59,22,No,1,el Consell Comarcal,17.35,10,2.48,1,18.5
252043,33,Lleida,Segrià,Lleida,Seròs,1889,1012,736,45,17,No,1,el Consell Comarcal,17.35,8,2.48,1,18.5
252108,33,Lleida,Segrià,Lleida,Soses,1764,926,692,42,16,No,1,el Consell Comarcal,17.35,7,2.48,1,18.5
250334,33,Lleida,Segrià,Lleida,Artesa de Lleida,1538,804,629,38,14,No,1,el Consell Comarcal,17.35,7,2.48,1,18.5
250539,33,Lleida,Segrià,Lleida,Benavent de Segrià,1468,768,575,35,13,No,1,el Consell Comarcal,17.35,6,2.48,1,18.5
250788,33,Lleida,Segrià,Lleida,Corbins,1431,777,555,34,13,No,1,el Consell Comarcal,17.35,6,2.48,1,18.5
251826,33,Lleida,Segrià,Lleida,Puigverd de Lleida,1363,700,559,34,13,No,1,el Consell Comarcal,17.35,6,2.48,1,18.5
259123,33,Lleida,Segrià,Lleida,Gimenells i el Pla de la Font,1108,587,451,28,10,No,1,el Consell Comarcal,17.35,5,2.48,1,18.5
252542,33,Lleida,Segrià,Lleida,Vilanova de la Barca,1039,531,454,28,10,No,1,el Consell Comarcal,17.35,5,2.48,1,18.5
251023,33,Lleida,Segrià,Lleida,la Granja d'Escarp,956,519,379,23,9,No,1,el Consell Comarcal,17.35,4,2.48,1,18.5
251333,33,Lleida,Segrià,Lleida,Maials,931,511,368,22,8,No,1,el Consell Comarcal,17.35,4,2.48,1,18.5
252115,33,Lleida,Segrià,Lleida,Sudanell,851,470,341,21,8,No,1,el Consell Comarcal,17.35,4,2.48,1,18.5
250045,33,Lleida,Segrià,Lleida,els Alamús,796,421,318,19,7,No,1,el Consell Comarcal,17.35,3,2.48,0,18.5
251312,33,Lleida,Segrià,Lleida,Massalcoreig,585,334,230,14,5,No,1,el Consell Comarcal,17.35,2,2.48,0,18.5
251425,33,Lleida,Segrià,Lleida,Montoliu de Lleida,469,236,208,13,5,No,1,el Consell Comarcal,17.35,2,2.48,0,18.5
251253,33,Lleida,Segrià,Lleida,Llardecans,460,239,202,12,5,No,1,el Consell Comarcal,17.35,2,2.48,0,18.5
252332,33,Lleida,Segrià,Lleida,Torre-serona,386,202,161,10,4,No,1,el Consell Comarcal,17.35,2,2.48,0,18.5
252000,33,Lleida,Segrià,Lleida,Sarroca de Lleida,361,198,152,9,3,No,1,el Consell Comarcal,17.35,2,2.48,0,18.5
252120,33,Lleida,Segrià,Lleida,Sunyer,355,208,132,8,3,No,1,el Consell Comarcal,17.35,1,2.48,0,18.5
250208,33,Lleida,Segrià,Lleida,Almatret,314,174,138,8,3,No,1,el Consell Comarcal,17.35,1,2.48,0,18.5
250143,33,Lleida,Segrià,Lleida,Alfés,313,163,133,8,3,No,1,el Consell Comarcal,17.35,1,2.48,0,18.5
252265,33,Lleida,Segrià,Lleida,Torrebesses,289,153,121,7,3,No,1,el Consell Comarcal,17.35,1,2.48,0,18.5
250100,33,Lleida,Segrià,Lleida,Alcanó,232,118,102,6,2,No,1,el Consell Comarcal,17.35,1,2.48,0,18.5
250365,33,Lleida,Segrià,Lleida,Aspa,217,109,99,6,2,No,1,el Consell Comarcal,17.35,1,2.48,0,18.5
251370,27,Lleida,Pla d'Urgell,Lleida,Mollerussa,14740,7543,5844,356,134,Mollerussa,1,el Consell Comarcal,17.35,62,2.17,8,20.4
250485,27,Lleida,Pla d'Urgell,Lleida,Bell-lloc d'Urgell,2289,1129,983,60,23,No,1,el Consell Comarcal,17.35,10,2.17,1,20.4
252304,27,Lleida,Pla d'Urgell,Lleida,Torregrossa,2190,1124,917,56,21,No,1,el Consell Comarcal,17.35,10,2.17,1,20.4
251581,27,Lleida,Pla d'Urgell,Lleida,el Palau d'Anglesola,2163,1070,914,56,21,No,1,el Consell Comarcal,17.35,10,2.17,1,20.4
250997,27,Lleida,Pla d'Urgell,Lleida,Golmés,1864,937,760,46,17,No,1,el Consell Comarcal,17.35,8,2.17,1,20.4
251351,27,Lleida,Pla d'Urgell,Lleida,Miralcamp,1347,676,562,34,13,No,1,el Consell Comarcal,17.35,6,2.17,1,20.4
250931,27,Lleida,Pla d'Urgell,Lleida,Fondarella,792,388,346,21,8,No,1,el Consell Comarcal,17.35,4,2.17,0,20.4
252056,27,Lleida,Pla d'Urgell,Lleida,Sidamon,733,385,299,18,7,No,1,el Consell Comarcal,17.35,3,2.17,0,20.4
430141,22,Tarragona,Montsià,Amposta,Amposta,20606,10351,8661,528,199,Amposta,1,el Consell Comarcal,16.45,87,1.66,9,17.8
431362,22,Tarragona,Montsià,Amposta,Sant Carles de la Ràpita,14611,7123,6474,395,149,No,1,el Consell Comarcal,16.45,65,1.66,7,17.8
430043,22,Tarragona,Montsià,Amposta,Alcanar,9402,4754,4008,244,92,No,1,el Consell Comarcal,16.45,40,1.66,4,17.8
431567,22,Tarragona,Montsià,Amposta,Ulldecona,6240,3209,2590,158,60,No,1,el Consell Comarcal,16.45,26,1.66,3,17.8
430445,22,Tarragona,Montsià,Amposta,la Sénia,5644,2840,2406,147,55,No,1,el Consell Comarcal,16.45,24,1.66,2,17.8
431384,22,Tarragona,Montsià,Amposta,Santa Bàrbara,3777,1916,1581,96,36,No,1,el Consell Comarcal,16.45,16,1.66,2,17.8
439023,22,Tarragona,Montsià,Amposta,Sant Jaume d'Enveja,3481,1734,1502,92,35,No,1,el Consell Comarcal,16.45,15,1.66,2,17.8
430786,22,Tarragona,Montsià,Amposta,Masdenverge,1066,544,462,28,11,No,1,el Consell Comarcal,16.45,5,1.66,0,17.8
430635,22,Tarragona,Montsià,Amposta,la Galera,719,372,313,19,7,No,1,el Consell Comarcal,16.45,3,1.66,0,17.8
430688,22,Tarragona,Montsià,Amposta,Godall,591,291,266,16,6,No,1,el Consell Comarcal,16.45,3,1.66,0,17.8
430770,22,Tarragona,Montsià,Amposta,Mas de Barberans,577,285,264,16,6,No,1,el Consell Comarcal,16.45,3,1.66,0,17.8
430629,22,Tarragona,Montsià,Amposta,Freginals,369,188,168,10,4,No,1,el Consell Comarcal,16.45,2,1.66,0,17.8
431346,1,Tarragona,Alt Camp,Tarragona,el Rourell,384,197,157,10,4,No,1,el Consell Comarcal,16.12,2,13.73,1,44.4
431482,36,Tarragona,Tarragonès,Tarragona,Tarragona,132299,64282,57667,3518,1326,Tarragona,3,"l'Ajuntament, el Consell Comarcal i la Generalitat",16.12,567,2.65,93,21.7
439057,36,Tarragona,Tarragonès,Tarragona,Salou,26775,13856,10919,666,251,Salou,1,l'Ajuntament,16.12,107,2.65,18,21.7
431711,36,Tarragona,Tarragonès,Tarragona,Vila-seca,22107,11083,8968,547,206,No,1,el Consell Comarcal,16.12,88,2.65,15,21.7
430477,36,Tarragona,Tarragonès,Tarragona,Constantí,6516,3411,2529,154,58,No,1,el Consell Comarcal,16.12,25,2.65,4,21.7
439076,36,Tarragona,Tarragonès,Tarragona,la Canonja,5842,2858,2442,149,56,la Canonja,1,l'Ajuntament,16.12,24,2.65,4,21.7
431009,36,Tarragona,Tarragonès,Tarragona,els Pallaresos,4739,2384,1866,114,43,No,1,el Consell Comarcal,16.12,18,2.65,3,21.7
430430,36,Tarragona,Tarragonès,Tarragona,el Catllar,4344,2253,1765,108,41,No,1,el Consell Comarcal,16.12,17,2.65,3,21.7
431093,36,Tarragona,Tarragonès,Tarragona,la Pobla de Mafumet,3893,1981,1517,93,35,No,1,el Consell Comarcal,16.12,15,2.65,2,21.7
430957,36,Tarragona,Tarragonès,Tarragona,el Morell,3649,1848,1455,89,33,No,1,el Consell Comarcal,16.12,14,2.65,2,21.7
431444,36,Tarragona,Tarragonès,Tarragona,la Secuita,1697,846,691,42,16,No,1,el Consell Comarcal,16.12,7,2.65,1,21.7
431037,36,Tarragona,Tarragonès,Tarragona,Perafort,1265,657,493,30,11,No,1,el Consell Comarcal,16.12,5,2.65,1,21.7
431227,36,Tarragona,Tarragonès,Tarragona,Renau,153,80,60,4,1,No,1,el Consell Comarcal,16.12,1,2.65,0,21.7
431233,8,Tarragona,Baix Camp,Reus,Reus,103477,50030,44819,2734,1031,Reus,2,l'Ajuntament i el Consell Comarcal,15.74,430,7.88,215,47.6
430385,8,Tarragona,Baix Camp,Reus,Cambrils,33362,16307,14185,865,326,Cambrils,1,l'Ajuntament,15.74,136,7.88,68,47.6
430923,8,Tarragona,Baix Camp,Reus,Mont-roig del Camp,11809,6140,4799,293,110,No,1,el Consell Comarcal,15.74,46,7.88,23,47.6
431299,8,Tarragona,Baix Camp,Reus,Riudoms,6565,3375,2668,163,61,No,1,el Consell Comarcal,15.74,26,7.88,13,47.6
431628,8,Tarragona,Baix Camp,Reus,Vandellòs i l'Hospitalet de l'Infant,6386,3195,2666,163,61,No,1,el Consell Comarcal,15.74,26,7.88,13,47.6
431457,8,Tarragona,Baix Camp,Reus,la Selva del Camp,5632,2824,2344,143,54,No,1,el Consell Comarcal,15.74,23,7.88,11,47.6
430424,8,Tarragona,Baix Camp,Reus,Castellvell del Camp,2868,1438,1199,73,28,No,1,el Consell Comarcal,15.74,12,7.88,6,47.6
430884,8,Tarragona,Baix Camp,Reus,Montbrió del Camp,2828,1456,1121,68,26,No,1,el Consell Comarcal,15.74,11,7.88,5,47.6
430311,8,Tarragona,Baix Camp,Reus,les Borges del Camp,2080,1060,850,52,20,No,1,el Consell Comarcal,15.74,8,7.88,4,47.6
431785,8,Tarragona,Baix Camp,Reus,Vinyols i els Arcs,1974,1030,790,48,18,No,1,el Consell Comarcal,15.74,8,7.88,4,47.6
430094,8,Tarragona,Baix Camp,Reus,Alforja,1788,916,750,46,17,No,1,el Consell Comarcal,15.74,7,7.88,4,47.6
430115,8,Tarragona,Baix Camp,Reus,Almoster,1342,671,578,35,13,No,1,el Consell Comarcal,15.74,6,7.88,3,47.6
431286,8,Tarragona,Baix Camp,Reus,Riudecols,1186,622,483,29,11,No,1,el Consell Comarcal,15.74,5,7.88,2,47.6
431270,8,Tarragona,Baix Camp,Reus,Riudecanyes,1131,591,453,28,10,No,1,el Consell Comarcal,15.74,4,7.88,2,47.6
430332,8,Tarragona,Baix Camp,Reus,Botarell,1070,554,411,25,9,No,1,el Consell Comarcal,15.74,4,7.88,2,47.6
430075,8,Tarragona,Baix Camp,Reus,l'Aleixar,864,442,351,21,8,No,1,el Consell Comarcal,15.74,3,7.88,2,47.6
430810,8,Tarragona,Baix Camp,Reus,Maspujols,799,410,322,20,7,No,1,el Consell Comarcal,15.74,3,7.88,2,47.6
431188,8,Tarragona,Baix Camp,Reus,Pratdip,709,374,297,18,7,No,1,el Consell Comarcal,15.74,3,7.88,1,47.6
431166,8,Tarragona,Baix Camp,Reus,Prades,589,307,248,15,6,No,1,el Consell Comarcal,15.74,2,7.88,1,47.6
431690,8,Tarragona,Baix Camp,Reus,Vilaplana,579,299,244,15,6,No,1,el Consell Comarcal,15.74,2,7.88,1,47.6
431671,8,Tarragona,Baix Camp,Reus,Vilanova d'Escornalbou,549,285,223,14,5,No,1,el Consell Comarcal,15.74,2,7.88,1,47.6
430038,8,Tarragona,Baix Camp,Reus,l'Albiol,464,238,183,11,4,No,1,el Consell Comarcal,15.74,2,7.88,1,47.6
430537,8,Tarragona,Baix Camp,Reus,Duesaigües,237,137,88,5,2,No,1,el Consell Comarcal,15.74,1,7.88,0,47.6
430458,8,Tarragona,Baix Camp,Reus,Colldejou,170,90,73,4,2,No,1,el Consell Comarcal,15.74,1,7.88,0,47.6
430173,8,Tarragona,Baix Camp,Reus,l'Argentera,129,74,50,3,1,No,1,el Consell Comarcal,15.74,0,7.88,0,47.6
430154,8,Tarragona,Baix Camp,Reus,Arbolí,116,68,45,3,1,No,1,el Consell Comarcal,15.74,0,7.88,0,47.6
430398,8,Tarragona,Baix Camp,Reus,Capafonts,96,51,42,3,1,No,1,el Consell Comarcal,15.74,0,7.88,0,47.6
430574,8,Tarragona,Baix Camp,Reus,la Febró,42,27,14,1,0,No,1,el Consell Comarcal,15.74,0,7.88,0,47.6
82457,13,Barcelona,Barcelonès,Santa Coloma de Gramenet,Santa Coloma de Gramenet,118821,58849,51060,3115,1174,Santa Coloma de Gramenet,1,l'Ajuntament,14.9,464,2.36,74,28.2
81249,41,Barcelona,Vallès Oriental,Mollet del Vallès,Mollet del Vallès,51133,25152,21924,1337,504,Mollet del Vallès,1,l'Ajuntament,14.3,191,6.17,83,43.2
81593,41,Barcelona,Vallès Oriental,Mollet del Vallès,Parets del Vallès,19041,9551,7887,481,181,No,1,el Consell Comarcal,14.3,69,6.17,30,43.2
81056,41,Barcelona,Vallès Oriental,Mollet del Vallès,la Llagosta,13367,6595,5666,346,130,la Llagosta,1,l'Ajuntament,14.3,49,6.17,21,43.2
81350,41,Barcelona,Vallès Oriental,Mollet del Vallès,Montmeló,8784,4298,3849,235,89,No,1,el Consell Comarcal,14.3,34,6.17,14,43.2
82093,41,Barcelona,Vallès Oriental,Mollet del Vallès,Sant Fost de Campsentelles,8722,4330,3760,229,86,No,1,el Consell Comarcal,14.3,33,6.17,14,43.2
81154,41,Barcelona,Vallès Oriental,Mollet del Vallès,Martorelles,4794,2410,2062,126,47,Martorelles,1,l'Ajuntament,14.3,18,6.17,8,43.2
82567,41,Barcelona,Vallès Oriental,Mollet del Vallès,Santa Maria de Martorelles,882,439,369,23,8,No,1,el Consell Comarcal,14.3,3,6.17,1,43.2
431613,1,Tarragona,Alt Camp,Valls,Valls,24156,12031,10216,623,235,Valls,2,l'Ajuntament i el Consell Comarcal,14.2,88,13.73,86,44.4
430056,1,Tarragona,Alt Camp,Valls,Alcover,5108,2533,2131,130,49,No,1,el Consell Comarcal,14.2,18,13.73,18,44.4
431080,1,Tarragona,Alt Camp,Valls,el Pla de Santa Maria,2305,1195,942,57,22,No,1,el Consell Comarcal,14.2,8,13.73,8,44.4
431606,1,Tarragona,Alt Camp,Valls,Vallmoll,1738,879,717,44,16,No,1,el Consell Comarcal,14.2,6,13.73,6,44.4
431704,1,Tarragona,Alt Camp,Valls,Vila-rodona,1253,655,503,31,12,No,1,el Consell Comarcal,14.2,4,13.73,4,44.4
431191,1,Tarragona,Alt Camp,Valls,Puigpelat,1151,586,453,28,10,No,1,el Consell Comarcal,14.2,4,13.73,4,44.4
430363,1,Tarragona,Alt Camp,Valls,Cabra del Camp,1141,597,463,28,11,No,1,el Consell Comarcal,14.2,4,13.73,4,44.4
431652,1,Tarragona,Alt Camp,Valls,Vilabella,746,386,316,19,7,No,1,el Consell Comarcal,14.2,3,13.73,3,44.4
430347,1,Tarragona,Alt Camp,Valls,Bràfim,673,333,281,17,6,No,1,el Consell Comarcal,14.2,2,13.73,2,44.4
431248,1,Tarragona,Alt Camp,Valls,la Riba,576,318,232,14,5,No,1,el Consell Comarcal,14.2,2,13.73,2,44.4
431205,1,Tarragona,Alt Camp,Valls,Querol,521,296,205,13,5,No,1,el Consell Comarcal,14.2,2,13.73,2,44.4
431135,1,Tarragona,Alt Camp,Valls,el Pont d'Armentera,512,259,226,14,5,No,1,el Consell Comarcal,14.2,2,13.73,2,44.4
431325,1,Tarragona,Alt Camp,Valls,Rodonyà,480,258,199,12,5,No,1,el Consell Comarcal,14.2,2,13.73,2,44.4
430982,1,Tarragona,Alt Camp,Valls,Nulles,477,256,185,11,4,No,1,el Consell Comarcal,14.2,2,13.73,2,44.4
430108,1,Tarragona,Alt Camp,Valls,Alió,426,200,182,11,4,No,1,el Consell Comarcal,14.2,2,13.73,2,44.4
430593,1,Tarragona,Alt Camp,Valls,Figuerola del Camp,315,156,133,8,3,No,1,el Consell Comarcal,14.2,1,13.73,1,44.4
430803,1,Tarragona,Alt Camp,Valls,la Masó,276,150,110,7,3,No,1,el Consell Comarcal,14.2,1,13.73,1,44.4
430666,1,Tarragona,Alt Camp,Valls,els Garidells,201,97,92,6,2,No,1,el Consell Comarcal,14.2,1,13.73,1,44.4
430831,1,Tarragona,Alt Camp,Valls,el Milà,183,90,77,5,2,No,1,el Consell Comarcal,14.2,1,13.73,1,44.4
430918,1,Tarragona,Alt Camp,Valls,Mont-ral,167,98,58,4,1,No,1,el Consell Comarcal,14.2,1,13.73,0,44.4
430862,16,Tarragona,Conca de Barberà,Valls,Montblanc,7384,3738,3123,191,72,Montblanc,1,el Consell Comarcal,14.2,27,10.83,21,37.3
430542,16,Tarragona,Conca de Barberà,Valls,l'Espluga de Francolí,3742,1810,1651,101,38,No,1,el Consell Comarcal,14.2,14,10.83,11,37.3
431397,16,Tarragona,Conca de Barberà,Valls,Santa Coloma de Queralt,2697,1336,1168,71,27,No,1,el Consell Comarcal,14.2,10,10.83,8,37.3
431423,16,Tarragona,Conca de Barberà,Valls,Sarral,1544,779,623,38,14,No,1,el Consell Comarcal,14.2,5,10.83,4,37.3
431763,16,Tarragona,Conca de Barberà,Valls,Vimbodí i Poblet,917,505,370,23,9,No,1,el Consell Comarcal,14.2,3,10.83,2,37.3
431476,16,Tarragona,Conca de Barberà,Valls,Solivella,619,318,273,17,6,No,1,el Consell Comarcal,14.2,2,10.83,2,37.3
431074,16,Tarragona,Conca de Barberà,Valls,Pira,503,268,196,12,5,No,1,el Consell Comarcal,14.2,2,10.83,1,37.3
430213,16,Tarragona,Conca de Barberà,Valls,Barberà de la Conca,476,258,182,11,4,No,1,el Consell Comarcal,14.2,2,10.83,1,37.3
431726,16,Tarragona,Conca de Barberà,Valls,Vilaverd,456,237,184,11,4,No,1,el Consell Comarcal,14.2,2,10.83,1,37.3
430290,16,Tarragona,Conca de Barberà,Valls,Blancafort,379,198,162,10,4,No,1,el Consell Comarcal,14.2,1,10.83,1,37.3
431303,16,Tarragona,Conca de Barberà,Valls,Rocafort de Queralt,260,140,103,6,2,No,1,el Consell Comarcal,14.2,1,10.83,1,37.3
431055,16,Tarragona,Conca de Barberà,Valls,les Piles,210,115,78,5,2,No,1,el Consell Comarcal,14.2,1,10.83,1,37.3
431016,16,Tarragona,Conca de Barberà,Valls,Passanant i Belltall,150,87,61,4,1,No,1,el Consell Comarcal,14.2,1,10.83,0,37.3
431687,16,Tarragona,Conca de Barberà,Valls,Vilanova de Prades,117,63,46,3,1,No,1,el Consell Comarcal,14.2,0,10.83,0,37.3
431418,16,Tarragona,Conca de Barberà,Valls,Pontils,114,63,48,3,1,No,1,el Consell Comarcal,14.2,0,10.83,0,37.3
430461,16,Tarragona,Conca de Barberà,Valls,Conesa,103,54,48,3,1,No,1,el Consell Comarcal,14.2,0,10.83,0,37.3
430733,16,Tarragona,Conca de Barberà,Valls,Llorac,100,56,41,3,1,No,1,el Consell Comarcal,14.2,0,10.83,0,37.3
431589,16,Tarragona,Conca de Barberà,Valls,Vallclara,98,59,32,2,1,No,1,el Consell Comarcal,14.2,0,10.83,0,37.3
431592,16,Tarragona,Conca de Barberà,Valls,Vallfogona de Riucorb,85,51,34,2,1,No,1,el Consell Comarcal,14.2,0,10.83,0,37.3
431439,16,Tarragona,Conca de Barberà,Valls,Savallà del Comtat,60,32,28,2,1,No,1,el Consell Comarcal,14.2,0,10.83,0,37.3
431460,16,Tarragona,Conca de Barberà,Valls,Senan,47,32,12,1,0,No,1,el Consell Comarcal,14.2,0,10.83,0,37.3
430614,16,Tarragona,Conca de Barberà,Valls,Forès,42,25,17,1,0,No,1,el Consell Comarcal,14.2,0,10.83,0,37.3
431665,36,Tarragona,Tarragonès,Valls,Vilallonga del Camp,2339,1185,928,57,21,No,1,el Consell Comarcal,14.2,8,2.65,2,21.7
80734,11,Barcelona,Baix Llobregat,Cornellà de Llobregat,Cornellà de Llobregat,87173,42226,38491,2348,885,Cornellà de Llobregat,1,l'Ajuntament,13.42,315,7.5,176,33.3
80826,34,Barcelona,Selva,Arenys de Mar,Fogars de la Selva,1467,753,604,37,14,No,1,el Consell Comarcal,13.29,5,6.28,2,47.5
81635,21,Barcelona,Maresme,Arenys de Mar,Pineda de Mar,26659,13254,11504,702,265,Pineda de Mar,1,l'Ajuntament,13.29,93,2.36,17,32.6
80351,21,Barcelona,Maresme,Arenys de Mar,Calella,18728,9152,8261,504,190,No,1,el Consell Comarcal,13.29,67,2.36,12,32.6
81108,21,Barcelona,Maresme,Arenys de Mar,Malgrat de Mar,18439,9217,7899,482,182,No,1,el Consell Comarcal,13.29,64,2.36,11,32.6
82845,21,Barcelona,Maresme,Arenys de Mar,Tordera,16937,8576,6964,425,160,No,1,el Consell Comarcal,13.29,56,2.36,10,32.6
80060,21,Barcelona,Maresme,Arenys de Mar,Arenys de Mar,15533,7536,6965,425,160,No,1,el Consell Comarcal,13.29,56,2.36,10,32.6
80403,21,Barcelona,Maresme,Arenys de Mar,Canet de Mar,14583,7075,6404,391,147,No,1,el Consell Comarcal,13.29,52,2.36,9,32.6
81555,21,Barcelona,Maresme,Arenys de Mar,Palafolls,9256,4652,3789,231,87,No,1,el Consell Comarcal,13.29,31,2.36,5,32.6
80076,21,Barcelona,Maresme,Arenys de Mar,Arenys de Munt,8838,4439,3715,227,85,No,1,el Consell Comarcal,13.29,30,2.36,5,32.6
82359,21,Barcelona,Maresme,Arenys de Mar,Sant Pol de Mar,5178,2563,2234,136,51,No,1,el Consell Comarcal,13.29,18,2.36,3,32.6
82613,21,Barcelona,Maresme,Arenys de Mar,Santa Susanna,3381,1700,1408,86,32,No,1,el Consell Comarcal,13.29,11,2.36,2,32.6
82037,21,Barcelona,Maresme,Arenys de Mar,Sant Cebrià de Vallalta,3344,1743,1298,79,30,No,1,el Consell Comarcal,13.29,11,2.36,2,32.6
81939,21,Barcelona,Maresme,Arenys de Mar,Sant Iscle de Vallalta,1313,677,519,32,12,No,1,el Consell Comarcal,13.29,4,2.36,1,32.6
431554,9,Tarragona,Baix Ebre,Tortosa,Tortosa,33510,16607,14405,879,331,Tortosa,3,"l'Ajuntament, el Consell Comarcal i la Generalitat",13.13,115,4.59,40,23.3
439018,9,Tarragona,Baix Ebre,Tortosa,Deltebre,11505,5792,4918,300,113,No,1,el Consell Comarcal,13.13,39,4.59,14,23.3
431331,9,Tarragona,Baix Ebre,Tortosa,Roquetes,7961,4111,3235,197,74,No,1,el Consell Comarcal,13.13,26,4.59,9,23.3
430136,9,Tarragona,Baix Ebre,Tortosa,l'Ametlla de Mar,6801,3398,2922,178,67,No,1,el Consell Comarcal,13.13,23,4.59,8,23.3
439044,9,Tarragona,Baix Ebre,Tortosa,l'Aldea,4137,2186,1680,102,39,No,1,el Consell Comarcal,13.13,13,4.59,5,23.3
439060,9,Tarragona,Baix Ebre,Tortosa,l'Ampolla,3280,1670,1411,86,32,No,1,el Consell Comarcal,13.13,11,4.59,4,23.3
439039,9,Tarragona,Baix Ebre,Tortosa,Camarles,3278,1666,1410,86,32,No,1,el Consell Comarcal,13.13,11,4.59,4,23.3
431042,9,Tarragona,Baix Ebre,Tortosa,el Perelló,2863,1478,1186,72,27,No,1,el Consell Comarcal,13.13,9,4.59,3,23.3
430521,9,Tarragona,Baix Ebre,Tortosa,Xerta,1170,570,536,33,12,No,1,el Consell Comarcal,13.13,4,4.59,2,23.3
431495,9,Tarragona,Baix Ebre,Tortosa,Tivenys,882,451,386,24,9,No,1,el Consell Comarcal,13.13,3,4.59,1,23.3
430069,9,Tarragona,Baix Ebre,Tortosa,Aldover,838,420,377,23,9,No,1,el Consell Comarcal,13.13,3,4.59,1,23.3
430252,9,Tarragona,Baix Ebre,Tortosa,Benifallet,714,342,341,21,8,No,1,el Consell Comarcal,13.13,3,4.59,1,23.3
431021,9,Tarragona,Baix Ebre,Tortosa,Paüls,561,274,257,16,6,No,1,el Consell Comarcal,13.13,2,4.59,1,23.3
430081,9,Tarragona,Baix Ebre,Tortosa,Alfara de Carles,368,195,153,9,4,No,1,el Consell Comarcal,13.13,1,4.59,0,23.3
80569,11,Barcelona,Baix Llobregat,Gavà,Castelldefels,66375,32747,28292,1726,651,Castelldefels,1,l'Ajuntament,13.05,225,7.5,129,33.3
83015,11,Barcelona,Baix Llobregat,Gavà,Viladecans,66168,32785,27792,1695,639,Viladecans,1,l'Ajuntament,13.05,221,7.5,127,33.3
80898,11,Barcelona,Baix Llobregat,Gavà,Gavà,46705,22916,20055,1223,461,Gavà,1,l'Ajuntament,13.05,160,7.5,92,33.3
80207,11,Barcelona,Baix Llobregat,Gavà,Begues,6961,3440,2867,175,66,No,1,el Consell Comarcal,13.05,23,7.5,13,33.3
170669,2,Girona,Alt Empordà,Figueres,Figueres,46381,22917,19396,1183,446,Figueres,2,l'Ajuntament i el Consell Comarcal,13,154,4.62,55,66.1
171523,2,Girona,Alt Empordà,Figueres,Roses,19319,9713,8062,492,185,Roses,1,l'Ajuntament,13,64,4.62,23,66.1
170470,2,Girona,Alt Empordà,Figueres,Castelló d'Empúries,10820,5495,4475,273,103,No,1,el Consell Comarcal,13,35,4.62,13,66.1
170622,2,Girona,Alt Empordà,Figueres,l'Escala,10417,5308,4413,269,101,No,1,el Consell Comarcal,13,35,4.62,12,66.1
172214,2,Girona,Alt Empordà,Figueres,Vilafant,5443,2658,2366,144,54,No,1,el Consell Comarcal,13,19,4.62,7,66.1
170926,2,Girona,Alt Empordà,Figueres,Llançà,4868,2412,2132,130,49,No,1,el Consell Comarcal,13,17,4.62,6,66.1
170865,2,Girona,Alt Empordà,Figueres,la Jonquera,3233,1620,1338,82,31,No,1,el Consell Comarcal,13,11,4.62,4,66.1
170329,2,Girona,Alt Empordà,Figueres,Cadaqués,2752,1344,1208,74,28,No,1,el Consell Comarcal,13,10,4.62,3,66.1
171788,2,Girona,Alt Empordà,Figueres,Sant Pere Pescador,2039,1088,796,49,18,No,1,el Consell Comarcal,13,6,4.62,2,66.1
171328,2,Girona,Alt Empordà,Figueres,Peralada,1868,916,814,50,19,No,1,el Consell Comarcal,13,6,4.62,2,66.1
170123,2,Girona,Alt Empordà,Figueres,Avinyonet de Puigventós,1604,803,648,40,15,No,1,el Consell Comarcal,13,5,4.62,2,66.1
